repo_id,repo_name,stars,forks,openrank_25,language,created_at,description,topics,trends
724854743,ml-explore/mlx,21804,1302,31.0,C++,2023-11-28,MLX: An array framework for Apple silicon,mlx,"[30, 34, 34, 37, 33, 30, 31]"
614764248,TabbyML/tabby,31886,1547,13.0,Rust,2023-03-16,Self-hosted AI coding assistant,"ai,codegen,coding-assistant,coding-language,developer-experience,developer-tools,gen-ai,ide,llms","[39, 42, 40, 39, 37, 21, 13]"
359952601,pgvector/pgvector,16882,836,5.0,C,2021-04-20,Open-source vector similarity search for Postgres,"approximate-nearest-neighbor-search,nearest-neighbor-search","[13, 12, 10, 9, 8, 5, 5]"
860252770,microsoft/OmniParser,23135,1960,4.0,Jupyter Notebook,2024-09-20,A simple screen parsing tool towards pure vision based GUI agent,,"[8, 27, 23, 12, 9, 4, 4]"
151636194,triton-inference-server/server,9576,1621,16.0,Python,2018-10-04,The Triton Inference Server provides an optimized cloud and edge inferencing solution. ,"cloud,datacenter,deep-learning,edge,gpu,inference,machine-learning","[47, 41, 38, 35, 25, 20, 16]"
610260322,chatboxai/chatbox,36064,3464,24.0,TypeScript,2023-03-06,"User-friendly Desktop Client App for AI Models/LLMs (GPT, Claude, Gemini, Ollama...)","assistant,chatbot,chatgpt,claude,copilot,deepseek,gpt,gpt-4,ollama,openai","[29, 50, 41, 35, 24, 23, 24]"
820144741,iterative/datachain,2619,116,19.0,Python,2024-06-25,"ETL, Analytics, Versioning for Unstructured Data","ai,cv,data-analytics,data-wrangling,embeddings,llm,llm-eval,machine-learning,mlops,multimodal","[31, 27, 28, 24, 19, 19, 19]"
933928679,deepseek-ai/DeepEP,8346,883,27.0,Cuda,2025-02-17,DeepEP: an efficient expert-parallel communication library,,"[11, 21, 22, 20, 24, 27]"
761150311,Zipstack/unstract,5598,523,37.0,Python,2024-02-21,No-code LLM Platform to launch APIs and ETL Pipelines to structure unstructured documents,"etl-pipeline,llm-platform,unstructured-data","[32, 27, 33, 39, 38, 36, 37]"
621799276,chatchat-space/Langchain-Chatchat,35773,5982,6.0,TypeScript,2023-03-31,"Langchain-Chatchat（原Langchain-ChatGLM）基于 Langchain 与 ChatGLM, Qwen 与 Llama 等语言模型的 RAG 与 Agent 应用 | Langchain-Chatchat (formerly langchain-ChatGLM), local knowledge based LLM (like ChatGLM, Qwen and Llama) RAG and Agent app with langchain ","chatbot,chatchat,chatglm,chatgpt,embedding,faiss,fastchat,gpt,knowledge-base,langchain,langchain-chatglm,llama,llm,milvus,ollama,qwen,rag,retrieval-augmented-generation,streamlit,xinference","[19, 15, 16, 14, 10, 8, 6]"
839372398,zaidmukaddam/scira,10297,1268,9.0,TypeScript,2024-08-07,Scira (Formerly MiniPerplx) is a minimalistic AI-powered search engine that helps you find information on the internet and cites it too. Powered by Vercel AI SDK! Search with models like xAI's Grok 3.,"ai-search-engine,aisearch,anthropic,grok,llama4,openai,qwen","[8, 11, 11, 9, 11, 9, 9]"
949271792,mindverse/Second-Me,13748,1016,9.0,Python,2025-03-16,"Train your AI self, amplify you, bridge the world",,"[17, 31, 29, 15, 9]"
813348592,vllm-project/aibrix,3985,412,38.0,Go,2024-06-10,Cost-efficient and pluggable Infrastructure components for GenAI inference,,"[10, 22, 28, 37, 37, 38]"
627480054,eosphoros-ai/DB-GPT,17080,2372,23.0,Python,2023-04-13,AI Native Data App Development framework with AWEL(Agentic Workflow Expression Language) and Agents,"agents,bgi,database,deepseek,gpt,gpt-4,hacktoberfest,llm,private,rag,security,vicuna","[38, 33, 42, 43, 33, 23, 23]"
619959033,nomic-ai/gpt4all,73944,8067,2.0,C++,2023-03-27,GPT4All: Run Local LLMs on Any Device. Open-source and available for commercial use.,"ai-chat,llm-inference","[43, 43, 25, 11, 6, 4, 2]"
580642043,oobabooga/text-generation-webui,44550,5739,22.0,Python,2022-12-21,"LLM UI with advanced features, easy setup, and multiple backend support.",,"[32, 28, 23, 25, 31, 27, 22]"
209120637,Netflix/metaflow,9351,867,23.0,Python,2019-09-17,"Build, Manage and Deploy AI/ML Systems","agents,ai,aws,azure,data-science,datascience,gcp,generative-ai,high-performance-computing,kubernetes,llm,llmops,machine-learning,ml,ml-infrastructure,ml-platform,mlops,model-management,python","[24, 28, 27, 24, 27, 23, 23]"
814708478,unitycatalog/unitycatalog,3028,499,4.0,Python,2024-06-13,"Open, Multi-modal Catalog for Data & AI",,"[33, 29, 23, 17, 14, 10, 4]"
507775,elastic/elasticsearch,73423,25359,335.0,Java,2010-02-08,"Free and Open Source, Distributed, RESTful Search Engine","elasticsearch,java,search-engine","[364, 348, 341, 344, 348, 340, 335]"
